address,motif1,motif1_00,motif1_01,motif1_10,motif1_11,motif2,motif3,motif1_ratio,motif2_ratio,motif3_ratio,motif1_00_ratio,motif1_01_ratio,motif1_10_ratio,motif1_11_ratio,label
0x3047C9D8bA82571F147A8603909c6CC42Fc7cD6e,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x304d66005b5ad49f7ce54aceba9bbadb4a5774db,111,107,0,4,0,284,26,0.26365795724465557,0.6745843230403801,0.06175771971496437,0.963963963963964,0.0,0.036036036036036036,0.0,0
0x3063494a00b2fa9943d14753682dc3a63c15dd8a,40,0,0,40,0,0,280,0.125,0.0,0.875,0.0,0.0,1.0,0.0,0
0x30663d16931e23690e7a9877fc2ad5ad98fee9c1,374,139,16,208,8,418,266,0.3534971644612476,0.3950850661625709,0.2514177693761815,0.3716577540106952,0.0427807486631016,0.5561497326203209,0.0213903743315508,0
0x30750b40e3bfe029d61a7693ad4ebc29fab11652,120,45,31,9,35,282,30,0.2777777777777778,0.6527777777777778,0.06944444444444445,0.375,0.25833333333333336,0.075,0.2916666666666667,0
0x308bf26872d8b07bb1559d0908c7683e65d61d5c,25,25,0,0,0,100,0,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0
0x30957ecE5Fc9d82854C485d1e4A84152966bB0E6,0,0,0,0,0,0,0,,,,,,,,0
0x3095e50d8b6ecd80edc83943a19e00bf596e525f,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x309d92218640d631bfc0ea7feb7c95bfd69b66ac,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x30be08E516b049AFeD7b35185497D9Ec8d430227,15,15,0,0,0,30,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0
0x30e06718d0fa16189f7b899e6f7c05a07a3fc83f,146,21,33,43,49,120,124,0.37435897435897436,0.3076923076923077,0.31794871794871793,0.14383561643835616,0.22602739726027396,0.2945205479452055,0.3356164383561644,0
0x30f22013cb880ea03402a4d71880024837336d01,595,66,0,375,154,264,1178,0.2920962199312715,0.12960235640648013,0.5783014236622485,0.11092436974789915,0.0,0.6302521008403361,0.25882352941176473,0
0x30fe607e1b776fca07a55b9b4a011ac248a51ac5,96,57,4,35,0,122,48,0.3609022556390977,0.45864661654135336,0.18045112781954886,0.59375,0.041666666666666664,0.3645833333333333,0.0,0
0x311e8FBacC2EC05793e14319ef0006F7A7516CBa,36,36,0,0,0,226,0,0.13740458015267176,0.8625954198473282,0.0,1.0,0.0,0.0,0.0,0
0x3132215a1298f645567f2309ccd64b1ef5edde30,34,34,0,0,0,198,0,0.14655172413793102,0.853448275862069,0.0,1.0,0.0,0.0,0.0,0
0x31504200fe6cd4f91d16ad05d178ec3ce2c5809c,29,29,0,0,0,140,0,0.17159763313609466,0.8284023668639053,0.0,1.0,0.0,0.0,0.0,0
0x316b3b83c33b20249b61ded124f2620d8e823793,86,81,5,0,0,328,10,0.2028301886792453,0.7735849056603774,0.02358490566037736,0.9418604651162791,0.05813953488372093,0.0,0.0,0
0x3171b40d92195d65a406f947daf0d5354a138fb3,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x317e598cab34954c77f78815a7a76c80e1b62e87,156,58,2,95,1,1016,16,0.13131313131313133,0.8552188552188552,0.013468013468013467,0.3717948717948718,0.01282051282051282,0.6089743589743589,0.00641025641025641,0
0x3198af8d57cba0ba93a7f861432f148b37c3af98,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x319ce3233d17b45d49aaa9414f154832d0f9aa61,106,67,29,0,10,260,26,0.27040816326530615,0.6632653061224489,0.0663265306122449,0.6320754716981132,0.27358490566037735,0.0,0.09433962264150944,0
0x31b601127815bbd935c64349b4cfb7191f9f0767,113,81,0,32,0,1240,6,0.08314937454010302,0.9124356144223694,0.004415011037527594,0.7168141592920354,0.0,0.2831858407079646,0.0,0
0x31d9dd312de765dcfe2246f7eff51e29684e1cec,15,0,0,15,0,30,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0
0x31e2f659e5371f95de47be79e1d5027caf0da39d,0,0,0,0,0,0,0,,,,,,,,0
0x31e437cfa7dd0c6bad194e4865c3696551715c4a,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x31f530b58efa42dab4bd1789184b4cc6b884dea0,291,0,0,269,22,430,168,0.32733408323959506,0.48368953880764903,0.1889763779527559,0.0,0.0,0.9243986254295533,0.07560137457044673,0
0x31fca2139b07c2a97287de51f0219a34f4181710,10,5,0,5,0,10,0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0
0x3218a52709505bbbb4a006b6265f3f7e4cd1f982,0,0,0,0,0,0,0,,,,,,,,0
0x3219ebdcbc9f79f59c8c53105f3e74e0289f3ea9,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x3232d99007e509d29564099c622a89e143fdc05c,109,109,0,0,0,836,6,0.11461619348054679,0.879074658254469,0.006309148264984227,1.0,0.0,0.0,0.0,0
0x3258674d5eb5cfca42c18585b95fff50e098ebd4,20,20,0,0,0,1800,0,0.01098901098901099,0.989010989010989,0.0,1.0,0.0,0.0,0.0,0
0x32672bd5f7f68ccae5e23986a11f89b51016145e,137,118,0,19,0,358,38,0.2570356472795497,0.6716697936210131,0.07129455909943715,0.8613138686131386,0.0,0.1386861313868613,0.0,0
0x3267ead61ceb7d16c5ecc2be572ccf0538824e2f,0,0,0,0,0,0,0,,,,,,,,0
0x327c697c7c736964be8329fcb89de911989e4cb0,38,5,0,33,0,0,252,0.1310344827586207,0.0,0.8689655172413793,0.13157894736842105,0.0,0.868421052631579,0.0,0
0x32875b3b6cedf78743de48d4c5f5758a31d1b8ae,270,14,8,195,53,114,490,0.30892448512585813,0.13043478260869565,0.5606407322654462,0.05185185185185185,0.02962962962962963,0.7222222222222222,0.1962962962962963,0
0x32AA5d54150640d56d93032BC409c48C60dd0107,554,36,0,518,0,328,850,0.31986143187066973,0.18937644341801385,0.4907621247113164,0.06498194945848375,0.0,0.9350180505415162,0.0,0
0x32b7d2c82ee59ef18e1e17de43e1b9786b6a42bd,85,81,4,0,0,1378,0,0.05809979494190021,0.9419002050580998,0.0,0.9529411764705882,0.047058823529411764,0.0,0.0,0
0x32ea6b24675349edb6df2896457819289aad180e,387,37,7,281,62,254,480,0.3452274754683318,0.22658340767172166,0.4281891168599465,0.09560723514211886,0.01808785529715762,0.7260981912144703,0.16020671834625322,0
0x32ebca8decdfe3b41f0324d2bc49fff4951f27f2,112,109,3,0,0,2604,2,0.041206769683590876,0.9580573951434879,0.0007358351729212656,0.9732142857142857,0.026785714285714284,0.0,0.0,0
0x32f36ccecafa2fcea6020279572361d36d923764,82,0,0,82,0,6,640,0.11263736263736264,0.008241758241758242,0.8791208791208791,0.0,0.0,1.0,0.0,0
0x3330f2df61e60217a3168c9bd86f354032273ccd,29,24,5,0,0,140,0,0.17159763313609466,0.8284023668639053,0.0,0.8275862068965517,0.1724137931034483,0.0,0.0,0
0x3331656f7ac3a12ea5e71528b4c6889663c8d989,15,10,5,0,0,30,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
0x3331f67f5b2544fb0f2d7c90f7b8109d24bf6e7c,168,43,28,65,32,62,312,0.30996309963099633,0.11439114391143912,0.5756457564575646,0.25595238095238093,0.16666666666666666,0.3869047619047619,0.19047619047619047,0
0x335e40277f127c620560faf1cfa001e5899864ad,20,20,0,0,0,60,0,0.25,0.75,0.0,1.0,0.0,0.0,0.0,0
0x336a3f0c4d40b1e39cee72e2e59330daf484848c,0,0,0,0,0,0,0,,,,,,,,0
0x3376b087316f3697242a0b782fdf38cd088be9f4,0,0,0,0,0,2626,0,0.0,1.0,0.0,,,,,0
0x337C7361E523D792B7aC6Be7A67F5E51915F8Cc8,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x337e4ecc74d82dd658982334ba88e27beeef29c6,480,129,38,113,200,978,218,0.2863961813842482,0.5835322195704057,0.13007159904534607,0.26875,0.07916666666666666,0.23541666666666666,0.4166666666666667,0
0x3389a9cacb4a3fdbe43db14d132b3f1e215a835d,67,40,0,27,0,92,26,0.3621621621621622,0.4972972972972973,0.14054054054054055,0.5970149253731343,0.0,0.40298507462686567,0.0,0
0x3397f1a3be3ac6b02e8b0aef8b89d21f7fdaf35b,106,106,0,0,0,2148,0,0.04702750665483585,0.9529724933451642,0.0,1.0,0.0,0.0,0.0,0
0x33a1251501e973c1abed988c4936ef88ff7a43ed,38,24,4,5,5,54,10,0.37254901960784315,0.5294117647058824,0.09803921568627451,0.631578947368421,0.10526315789473684,0.13157894736842105,0.13157894736842105,0
0x33afdd86b694d113ec4f8f1d55a284ebabec6081,76,0,3,48,25,4,532,0.12418300653594772,0.006535947712418301,0.869281045751634,0.0,0.039473684210526314,0.631578947368421,0.32894736842105265,0
0x33bcCCB20Da8D1f1c95ec723111Ba7CA8a70ebf1,23,23,0,0,0,84,0,0.21495327102803738,0.7850467289719626,0.0,1.0,0.0,0.0,0.0,0
0x33bf8bde242216da572d6486d641ae0a18137306,69,69,0,0,0,1432,0,0.04596935376415723,0.9540306462358428,0.0,1.0,0.0,0.0,0.0,0
0x33c6dbe4d29e5bb124f4a401858b2daf115e09f9,34,34,0,0,0,198,0,0.14655172413793102,0.853448275862069,0.0,1.0,0.0,0.0,0.0,0
0x33d262cbb8d4bcc568f7809230ecf609dd31d379,250,130,79,19,22,818,60,0.22163120567375885,0.725177304964539,0.05319148936170213,0.52,0.316,0.076,0.088,0
0x33e02cc38790a07927c79d1ed75b72bcfb83766d,25,5,0,20,0,0,100,0.2,0.0,0.8,0.2,0.0,0.8,0.0,0
0x33e5d6c0447ea731fe4e2502a881b90ee991cf3a,30,30,0,0,0,150,0,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0
0x33ed22f4b6b05f8a5faac4701550d52286bd735a,75,0,0,65,10,100,30,0.36585365853658536,0.4878048780487805,0.14634146341463414,0.0,0.0,0.8666666666666667,0.13333333333333333,0
0x33eecbeae0f3d3b74a5c50662f091ff439115981,40,40,0,0,0,282,0,0.12422360248447205,0.8757763975155279,0.0,1.0,0.0,0.0,0.0,0
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,551,39,9,381,122,926,338,0.30358126721763085,0.5101928374655648,0.18622589531680442,0.07078039927404718,0.016333938294010888,0.691470054446461,0.22141560798548093,0
0x33f78579ce0e3a96ca53e8d38b2b624ec432662d,20,0,0,20,0,0,60,0.25,0.0,0.75,0.0,0.0,1.0,0.0,0
0x34052df6bb69a7ccb54af356a6e8f56a7b3485fd,0,0,0,0,0,0,0,,,,,,,,0
0x3414801e9d6bdf352d4d21a30cbb9a178d28381f,324,89,52,46,134,254,332,0.35604395604395606,0.27912087912087913,0.3648351648351648,0.27469135802469136,0.16049382716049382,0.1419753086419753,0.41358024691358025,0
0x3422258c54c75b879ec7b2b1050186a2c0eb0ebd,156,135,0,21,0,662,22,0.18571428571428572,0.7880952380952381,0.02619047619047619,0.8653846153846154,0.0,0.1346153846153846,0.0,0
0x34245ca43ccb96873acfa20703ae02f73bc89671,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x34278f6f40079eae344cbac61a764bcf85afc949,0,0,0,0,0,2906,0,0.0,1.0,0.0,,,,,0
0x344ddcdc306a75621866fd65619b5cfb329e1986,15,15,0,0,0,30,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0
0x345092a86c71a7f3a4efae41ddd6de67a6a13e10,117,39,0,10,68,272,30,0.27923627684964203,0.649164677804296,0.07159904534606205,0.3333333333333333,0.0,0.08547008547008547,0.5811965811965812,0
0x3450bc589d93bad1b1a48f8013289ad52f6bacfd,0,0,0,0,0,10,0,0.0,1.0,0.0,,,,,0
0x3468ad77c3e0f9165f06f578a49212719a9b713b,61,61,0,0,0,690,0,0.08122503328894808,0.918774966711052,0.0,1.0,0.0,0.0,0.0,0
0x346B909240978658eC69C3f6E0D7CBeF50Bc3C79,62,62,0,0,0,1284,0,0.04606240713224369,0.9539375928677564,0.0,1.0,0.0,0.0,0.0,0
0x34743ffa1f93e745668725e44efeb3c50a237796,46,46,0,0,0,698,0,0.06182795698924731,0.9381720430107527,0.0,1.0,0.0,0.0,0.0,0
0x34959919244b18128d084834dba11f0c91732ede,0,0,0,0,0,638,0,0.0,1.0,0.0,,,,,0
0x34a7d1d88df5dc079aea794e10862add93ab1292,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x34b4da7b89f7d7055f8d42fa297b70963b4008df,108,108,0,0,0,832,6,0.11416490486257928,0.879492600422833,0.006342494714587738,1.0,0.0,0.0,0.0,0
0x34b6341655061f4b5830cd1a7b20a3516043af57,204,156,20,17,7,384,78,0.3063063063063063,0.5765765765765766,0.11711711711711711,0.7647058823529411,0.09803921568627451,0.08333333333333333,0.03431372549019608,0
0x34bb1719a3e73f02bdfbb21618f5299433ffe177,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x34bb6cf517abb83bfd8bc4e41ed899810ac49b58,0,0,0,0,0,60,0,0.0,1.0,0.0,,,,,0
0x34c99a666a9e5f95b7076cdc92113174e4b351c5,20,20,0,0,0,60,0,0.25,0.75,0.0,1.0,0.0,0.0,0.0,0
0x34d202c37f9609a3d0d44db259ff51bae8ea2d0f,72,29,4,34,5,54,54,0.4,0.3,0.3,0.4027777777777778,0.05555555555555555,0.4722222222222222,0.06944444444444445,0
0x34eeA3e741F9A3e77fB34E0793B1AF36EDC2b0AE,203,121,19,49,12,1246,26,0.1376271186440678,0.8447457627118644,0.017627118644067796,0.5960591133004927,0.09359605911330049,0.2413793103448276,0.059113300492610835,0
0x35124e63425645e352b56a06482cea32bedec838,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x352c94F714F5112e4DBA9F5C79689f8282a4B28d,101,44,21,23,13,226,26,0.28611898016997167,0.6402266288951841,0.07365439093484419,0.43564356435643564,0.2079207920792079,0.22772277227722773,0.12871287128712872,0
0x35309e0e5e86902fbd53d2d0c2f25da9f3842db3,0,0,0,0,0,60,0,0.0,1.0,0.0,,,,,0
0x354d4f3eb48be676a030f98e2a6c5bc06b96e249,353,26,0,327,0,544,198,0.3223744292237443,0.4968036529680365,0.18082191780821918,0.07365439093484419,0.0,0.9263456090651558,0.0,0
0x3553c762797202d4eb9648052d012d7cfea16b75,114,76,0,38,0,414,20,0.20802919708029197,0.7554744525547445,0.0364963503649635,0.6666666666666666,0.0,0.3333333333333333,0.0,0
0x35647d709bcd5b451f8c62228876975e8d31f85b,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x356f1b9ac8dd5b38d3644b3696741355cda0a6e5,408,71,100,151,86,404,422,0.33063209076175043,0.3273905996758509,0.3419773095623987,0.17401960784313725,0.24509803921568626,0.3700980392156863,0.2107843137254902,0
0x3572dc43e9ae991828633339086e6e1425e64281,20,20,0,0,0,60,0,0.25,0.75,0.0,1.0,0.0,0.0,0.0,0
0x3580b10e7b6401f1f6d86f782a5409fb5198ff68,0,0,0,0,0,0,100,0.0,0.0,1.0,,,,,0
0x35810a676a84ec4db68c0a9286f7a740fda10b29,48,48,0,0,0,420,0,0.10256410256410256,0.8974358974358975,0.0,1.0,0.0,0.0,0.0,0
0x358ad81db399b7601e8fcea1bfb01af31e646206,15,10,0,5,0,30,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0
0x358ef89b4d37f16002cc4a853b321daeee423519,84,84,0,0,0,2074,0,0.03892493049119555,0.9610750695088045,0.0,1.0,0.0,0.0,0.0,0
0x35919ff0a88a0bdfd1b0ef3be574bcf6c1e90e01,134,11,24,68,31,62,188,0.3489583333333333,0.16145833333333334,0.4895833333333333,0.08208955223880597,0.1791044776119403,0.5074626865671642,0.23134328358208955,0
0x35a0d3ab1bdaa5de4466dac63eace2b6b2147538,190,67,80,17,26,168,164,0.36398467432950193,0.3218390804597701,0.31417624521072796,0.3526315789473684,0.42105263157894735,0.08947368421052632,0.1368421052631579,0
0x35aa21bbe598bb7782b97a6e3d1676b8d41c7a48,261,97,2,137,25,1506,38,0.14459833795013852,0.8343490304709141,0.021052631578947368,0.3716475095785441,0.007662835249042145,0.524904214559387,0.09578544061302682,0
0x35ac10fa8e4b2af244118dcdedd986fda2609970,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x35ad1cb9a39de486cebcce3cf51661fd6c848193,20,5,5,10,0,10,10,0.5,0.25,0.25,0.25,0.25,0.5,0.0,0
0x35bf085175dc3e3f750bffa53711fb4acdbf2aed,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x35ebc620aeb60c6757f24d35a34757724db2b7e7,28,28,0,0,0,130,0,0.17721518987341772,0.8227848101265823,0.0,1.0,0.0,0.0,0.0,0
0x35f5c0656a70303f1ce82cdee9c00474be5015e6,29,24,5,0,0,140,0,0.17159763313609466,0.8284023668639053,0.0,0.8275862068965517,0.1724137931034483,0.0,0.0,0
0x35f8753c2e492ae0200ddea40404f01178a7744a,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x360a1a7917d606f08017401751b640e65586d5df,59,59,0,0,0,652,0,0.0829817158931083,0.9170182841068917,0.0,1.0,0.0,0.0,0.0,0
0x3610d80ef3e2ca614b940a43b8b3add4fd09a61b,0,0,0,0,0,150,0,0.0,1.0,0.0,,,,,0
0x3614E0bba4679C95DAa45201821cD212f9164205,15,15,0,0,0,30,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0
0x36212ebb7513604F7dcF560908934EB49F9CC950,0,0,0,0,0,0,0,,,,,,,,0
0x362291375bd3fc2ff0f928184bd6f373f92dea57,0,0,0,0,0,0,0,,,,,,,,0
0x362f1d7c705f0d8f38786b4d6efd6ecc54199be6,5,5,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0x3639b8B8edA816B2cb62b65159A183972a3cf863,35,35,0,0,0,332,0,0.09536784741144415,0.9046321525885559,0.0,1.0,0.0,0.0,0.0,0
0x3657f33ad20e7c1e7fb221e98a5ce41d11bae52a,15,15,0,0,0,30,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0
0x36674c2c778f2820170595bdc69aa5ff6d0ba104,82,34,14,22,12,84,48,0.38317757009345793,0.3925233644859813,0.22429906542056074,0.4146341463414634,0.17073170731707318,0.2682926829268293,0.14634146341463414,0
0x36794518b3ef84c4b1a40af9540a03292f692c38,0,0,0,0,0,0,0,,,,,,,,0
0x3681828da105fc3c44e212f6c3dc51a0a5a6f5c6,607,29,2,541,28,650,496,0.3462635482030804,0.3707929264118654,0.2829435253850542,0.047775947281713346,0.0032948929159802307,0.8912685337726524,0.04612850082372323,0
0x3683ed5a996c11d0eb4d47c9bff077772644ac62,225,112,57,54,2,470,76,0.2918287937743191,0.6095979247730221,0.09857328145265888,0.49777777777777776,0.25333333333333335,0.24,0.008888888888888889,0
0x368b04c943161febd18aa596b657a8db22031957,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x368be389ce940bf17c3296344086e368bc4c60f3,156,72,0,84,0,270,60,0.32098765432098764,0.5555555555555556,0.12345679012345678,0.46153846153846156,0.0,0.5384615384615384,0.0,0
0x36941838db0d292ff88496bf07495b15d8720552,133,8,9,106,10,26,398,0.23877917414721722,0.0466786355475763,0.7145421903052065,0.06015037593984962,0.06766917293233082,0.7969924812030075,0.07518796992481203,0
0x36b64bb5b3850c1a412f422f36ab30c11b6b94b3,66,66,0,0,0,812,0,0.07517084282460136,0.9248291571753986,0.0,1.0,0.0,0.0,0.0,0
0x36bb0e89f241370a01ef4a00df07577d499a94b9,214,8,0,206,0,44,716,0.21971252566735114,0.045174537987679675,0.7351129363449692,0.037383177570093455,0.0,0.9626168224299065,0.0,0
0x36d2dc663364f8eac6dd560ba7fc2adc56e6c87e,168,112,29,11,16,432,46,0.26006191950464397,0.6687306501547987,0.07120743034055728,0.6666666666666666,0.17261904761904762,0.06547619047619048,0.09523809523809523,0
0x36ec53a8fba6358d59b3c4476d82cc60a2b0fad7,110,24,0,67,19,54,140,0.3618421052631579,0.17763157894736842,0.4605263157894737,0.21818181818181817,0.0,0.6090909090909091,0.17272727272727273,0
0x3709066f0b665a458bae216996e58e39eaa4329c,172,101,60,2,9,1748,10,0.08911917098445596,0.9056994818652849,0.0051813471502590676,0.5872093023255814,0.3488372093023256,0.011627906976744186,0.05232558139534884,0
0x3715b1Ed9bbd5e165aF97619b5C5e13E39F55504,79,79,0,0,0,1172,0,0.06314948041566747,0.9368505195843325,0.0,1.0,0.0,0.0,0.0,0
0x3720bfe8fb7d9d05075bd03607818ce00cfd303b,567,40,0,370,157,272,1006,0.3073170731707317,0.14742547425474256,0.5452574525745257,0.07054673721340388,0.0,0.6525573192239859,0.2768959435626102,0
0x3731ee38b675d83b61cff716d4530cdd11f02812,19,19,0,0,0,54,0,0.2602739726027397,0.7397260273972602,0.0,1.0,0.0,0.0,0.0,0
0x37761568af636f074595bce8ed20dd5b404ed798,56,56,0,0,0,576,0,0.08860759493670886,0.9113924050632911,0.0,1.0,0.0,0.0,0.0,0
0x3784d3526be7cf85b33203ed3cbc7ad0414b2d5b,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x3784F969862189529bBc198735A46fDeD1bC06D3,77,0,31,41,5,42,84,0.3793103448275862,0.20689655172413793,0.41379310344827586,0.0,0.4025974025974026,0.5324675324675324,0.06493506493506493,0
0x378a9b0466978224249c6b6ccb26194eb65c1d1d,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x379e2308268554dc930c235ca6b6258920898cce,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x37a8c55f6860e19f353686f5dd9c603adb8448b6,211,198,0,13,0,518,62,0.2667509481668774,0.6548672566371682,0.07838179519595449,0.9383886255924171,0.0,0.061611374407582936,0.0,0
0x37c81cc9ff71d0f97849a947bf22e8e529b72230,506,32,0,460,14,176,1304,0.25478348439073517,0.08862034239677745,0.6565961732124874,0.06324110671936758,0.0,0.9090909090909091,0.02766798418972332,0
0x37c85a7523b1832b4d0380b2f513e88b66e8c850,55,55,0,0,0,1796,0,0.02971366828741221,0.9702863317125878,0.0,1.0,0.0,0.0,0.0,0
0x37ce714cd173d79c209cabe9ab41830f5c31363e,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x37cf1ee54a33cd1102bea21cd53fe80cfda0388a,20,20,0,0,0,60,0,0.25,0.75,0.0,1.0,0.0,0.0,0.0,0
0x37e30fee740928e8db15d3dafd544baab6b87051,67,67,0,0,0,1404,0,0.045547246770904146,0.9544527532290958,0.0,1.0,0.0,0.0,0.0,0
0x37f4e3d166ebc68d22e2959a56c5855bbd29975a,0,0,0,0,0,0,0,,,,,,,,0
0x3802b5311c99845fc41c31a0ca99a27f7ba2042d,100,89,0,11,0,586,8,0.1440922190201729,0.8443804034582133,0.011527377521613832,0.89,0.0,0.11,0.0,0
0x380fbbe893826049941d0db5e88fb3fbd60a7657,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x3810Bd434103f1d0618b909Ba14e4d2d707d79f7,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x3814c3dee17a7660e5240d7b2352734e853f60bb,0,0,0,0,0,0,0,,,,,,,,0
0x381b94be319fd260c336204a1fe52ab6bd37f31b,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x382cdf373e45f552ee2d058839883a2c8a931929,14,0,0,14,0,0,26,0.35,0.0,0.65,0.0,0.0,1.0,0.0,0
0x3831773bf3ba13dc00c615f6fdaa624bcd5419e7,15,15,0,0,0,30,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0
0x3833552d7302457831246975baf0527b62cf54e9,60,25,0,35,0,30,60,0.4,0.2,0.4,0.4166666666666667,0.0,0.5833333333333334,0.0,0
0x3845db4613a45c0aa1bee21e38600f135290845e,0,0,0,0,0,0,30,0.0,0.0,1.0,,,,,0
0x3853ba76ec6ae97818e2d0e0839c9eda6c396690,193,97,71,22,3,1914,20,0.09073812881993418,0.8998589562764457,0.009402914903620122,0.5025906735751295,0.36787564766839376,0.11398963730569948,0.015544041450777202,0
0x385afc7ed3782aac1ee10d19892ea9d345bc0797,10,0,0,10,0,0,10,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0
0x3865FEC7F15d5933d7e6fe02D26227A4c05eD591,60,20,0,25,5,30,60,0.4,0.2,0.4,0.3333333333333333,0.0,0.4166666666666667,0.08333333333333333,0
0x3869db12591382ed94eefe6b55c4e82c6b8c1489,36,36,0,0,0,226,0,0.13740458015267176,0.8625954198473282,0.0,1.0,0.0,0.0,0.0,0
0x387ba35be8c8cbf2f4d3ddb571cb80069bf100e2,25,0,0,16,9,8,26,0.423728813559322,0.13559322033898305,0.4406779661016949,0.0,0.0,0.64,0.36,0
0x387c93aa638a130C2Ed81cB8e00B6bCA024A5A89,0,0,0,0,0,0,0,,,,,,,,0
0x387e9cbdc326a7a68a8ac742684bb4465a94c6a4,175,128,47,0,0,1916,14,0.0831353919239905,0.9102137767220903,0.00665083135391924,0.7314285714285714,0.26857142857142857,0.0,0.0,0
0x387fb72c15edb3484aa9a4a90817262ddf07e2c0,201,11,6,67,117,1160,24,0.14512635379061373,0.8375451263537906,0.017328519855595668,0.05472636815920398,0.029850746268656716,0.3333333333333333,0.582089552238806,0
0x388cf3c02c034e7fe8ef164a2b414534fc212119,0,0,0,0,0,1798,0,0.0,1.0,0.0,,,,,0
0x389cc7a509555511a9b54ebdd3b7ee10348b8c8f,43,29,0,14,0,92,8,0.3006993006993007,0.6433566433566433,0.055944055944055944,0.6744186046511628,0.0,0.32558139534883723,0.0,0
0x38a19ca0b320012b1ac6227e391c11c34a12131b,38,38,0,0,0,252,0,0.1310344827586207,0.8689655172413793,0.0,1.0,0.0,0.0,0.0,0
0x38a905d71a4257c68f943b00ec4a4fde8e4305c2,184,86,0,58,40,1436,14,0.11260709914320685,0.8788249694002448,0.008567931456548347,0.4673913043478261,0.0,0.31521739130434784,0.21739130434782608,0
0x38ab7f52c7f657ac2ea7e021c9da8f229c1a2e48,5,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0x38b0d053d47c3d734c9491f61b48b90ea5e70fea,10,10,0,0,0,10,0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0
0x38b9dafe93f0b3ab7d35ac42165b73c0f3c5fd8c,192,24,7,136,25,44,596,0.23076923076923078,0.052884615384615384,0.7163461538461539,0.125,0.036458333333333336,0.7083333333333334,0.13020833333333334,0
0x38Bd02A9f7a65092c78c4eBB573EBa0bA6929A8a,62,62,0,0,0,1140,0,0.051580698835274545,0.9484193011647255,0.0,1.0,0.0,0.0,0.0,0
