address,value_out,value_in,balance,degree,degree_in,degree_out,max_value,min_value,mean_value,std_value,median_value,label
0x6d6883ddf4d7e209119faa8042dd311997516134,40.379201939999994,40.379621939999986,-0.0004199999999912052,78,77,1,40.379201939999994,0.04621259,1.0353695369230766,4.51735066485185,0.492507155,0
0x6d6dc5bee3ad868d249f1f9b261fd5bb81f51d76,1.008571925320304,1.01,-0.0014280746796959676,19,17,2,0.759198690764392,0.01,0.10624062764843706,0.1675667883216357,0.05,0
0x6d88bcae643b32b24d33a0cfe265c4f7bbe40069,113.04051921999465,11.682120522030532,101.35839869796412,78,13,65,110.80751921999465,0.0,1.5990082018208356,12.542387095681098,0.0,0
0x6d8a1bc0ae09ae5cfd4a7a2a59194598734ceea5,2.846054,2.8473770000000003,-0.0013230000000001851,9,6,3,1.0,0.047377,0.6326034444444444,0.38993074541164074,0.8,0
0x6dba043ee0b1dad1a3b48be75bf28dd4b45fe3a3,21.95661143867755,21.958123438677553,-0.0015120000000017342,8,7,1,21.95661143867755,0.001342858677552774,5.489341859669389,7.600035197458073,2.7629816,0
0x6Dbbc4DE1ac9aaF73D8EBCF310Ec4F0A00c126cA,0.0,0.0,0.0,27,0,0,17.247039239847826,0.001,1.2775817955442832,3.339019192532481,0.5,0
0x6dc5f61513230b1f652a4a304511075537b08f63,0.0,0.015343498042888532,-0.015343498042888532,3,2,1,0.012780182254383134,0.0,0.005114499347629511,0.0067612622917670685,0.002563315788505398,0
0x6dcbe06db7d7e56941c92b5cd9ea8dad65d4417c,0.96879,0.939,0.029790000000000094,19,18,1,0.96879,0.002,0.10041,0.24518834825950075,0.03,0
0x6dd3262c18cd5a0f03dd8f2c0db5b19b8fb92c85,7.487684772228009,7.488167772228009,-0.0004830000000000112,11,10,1,7.487684772228009,0.10042,1.3614411404050926,2.072371106282649,0.6057477722280094,0
0x6ddd9a6984ab3fffc38999de5ce7339ea2247a79,0.080538,0.0955422971,-0.015004297100000008,6,3,3,0.080538,0.0,0.029346716183333333,0.030923327612254012,0.024,0
0x6dddddfe4147d1e246d22c65c55fdfcb0e9ea6b5,2.1598868729772227,2.178278607336801,-0.018391734359578304,558,550,8,2.0,0.0,0.007774490108089649,0.08487417905117256,0.0012131207999895,0
0x6ddfef85ecf643628254e5af7064e05b3c6b221e,15.011891997000001,15.027431949999999,-0.015539952999997553,23,7,16,8.2,0.0,1.3060575629130435,2.225696934375101,0.05,0
0x6de7ee53947515fa163bdcb7e63411449ece2c82,0.9,0.911197753475,-0.01119775347499996,3,2,1,0.9,0.388,0.6037325844916667,0.2653307261799174,0.523197753475,0
0x6df4c8316d9584aeefa68ba40af5b4e026d1d030,16.622,16.62483477,-0.0028347699999997644,17,15,2,8.622,0.00162288,1.9556961629411764,2.6627534679118106,1.0,0
0x6e2e9b98af5f742f8056f24fd514c7648fad2d17,134.047,134.04941373350002,-0.0024137335000204985,33,29,4,114.62,0.0,8.1241337495,19.927183498403874,2.49,0
0x6e3e57e536aab05950774945d9cdbf506865c52f,2.05979,2.06,-0.00021000000000004349,3,2,1,2.05979,0.76,1.3732633333333333,0.6529847992360414,1.3,0
0x6e59a921a269878313129d9c7c7db1718cb0707b,56.117896848215295,54.041856485511296,2.076040362703999,60,23,37,53.943,0.0,1.8359958888954435,8.751258515238527,0.0,0
0x6e65c01099ACfDA3FDCEe97249CaF30241baF679,0.0,0.0,0.0,2,0,0,0.99,0.989139,0.9895695,0.0006088189386016179,0.9895695,0
0x6e85c36e75dc03a80f2fa393055935c7f3185b15,168.0,169.74610429303587,-1.7461042930358701,23,8,15,169.60577429303586,1e-05,14.684613230131989,39.55115638008548,1.0,0
0x6e8b5a4f3f536b7b65d4b46160f2fbcbe0719caa,3.008777120069438,3.01527894,-0.0065018199305617586,26,12,14,0.967,0.0,0.23169446384882456,0.2797543546817556,0.123272655,0
0x6e8bc3156e1e96747e83fd715c0596e40bc2fc14,0.0,0.12,-0.12,23,1,22,0.12,0.0,0.005217391304347826,0.025021729686848963,0.0,0
0x6E8e8Be5B2EC8A60324336d8E2dFCD38f649aCF2,0.0,0.0,0.0,40,0,0,24.09531311249945,0.002,1.2047871806249724,3.747716733937263,0.5,0
