address,value_out,value_in,balance,degree,degree_in,degree_out,max_value,min_value,mean_value,std_value,median_value,motif1,motif1_00,motif1_01,motif1_10,motif1_11,motif2,motif3,motif1_ratio,motif2_ratio,motif3_ratio,motif1_00_ratio,motif1_01_ratio,motif1_10_ratio,motif1_11_ratio,0,1,2,3,4,5,6,7,8,9,label
0xb12983fde7f7207b2f2cd7b6e415b11e82d13d9b,11.721338676045088,11.721685176045089,-0.0003465000000009,6,4,2,11.0,0.07147197,3.90717064201503,4.049751800895254,3.225106603022544,40,25,0,15,0,60,10,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.625,0.0,0.375,0.0,10116.565536847242,74149.66385474324,38404.3155790955,119770.1921681554,98077.80139351489,16699.80992640743,67742.96989007182,12053.487935069157,51770.55606419322,18355.1180388826,0
0xb147a12271ce9fe510ea33c867611ed86928e915,36.69005098192065,36.70877398192064,-0.0187229999999942,13,7,6,15.14992698192064,0.008685,5.6460634587570215,4.754941201051656,5.0,145,32,26,87,0,132,112,0.37275064267352187,0.3393316195372751,0.2879177377892031,0.2206896551724138,0.1793103448275862,0.6,0.0,10103.06697590657,74136.43775673205,38392.80870220293,119756.829574349,98069.68347662123,16686.45206162028,67729.6081243587,12040.134241749232,51757.397324328944,18341.768293282803,0
0xb1507f936066831b3cac64c203df247ef2c80cdc,7.684304,7.686026,-0.001722,8,6,2,7.163665,0.464526,1.92129125,2.447623550554686,0.5210695,25,25,0,0,0,100,0,0.2,0.8,0.0,1.0,0.0,0.0,0.0,10117.417862520528,74150.31887314499,38405.31237242559,119770.84795983034,98079.24909319259,16700.465614497367,67743.62487855463,12054.143298037596,51771.297186831915,18355.761548298717,0
0xb15882a04e840946cb12b41bd070dfe7b1486f93,0.0,0.0,0.0,425,424,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2110,0,0.0,1.0,0.0,,,,,10120.213805514148,74153.32835069795,38408.40114355695,119773.85925479038,98081.51354628036,16703.476872162028,67746.63550621227,12057.154383026877,51774.21647494133,18358.755469802418,0
0xb1843d1eb962da7760a80fc91b442491cf437492,22.09535649,22.10046704,-0.0051105500000012,16,13,3,21.89535649,0.00252755,2.762238970625,5.4748216341902864,0.75172856,81,40,8,33,0,470,6,0.14542190305206462,0.8438061041292639,0.010771992818671455,0.49382716049382713,0.09876543209876543,0.4074074074074074,0.0,10108.505518052158,74141.28588290961,38398.22284651094,119761.81048703684,98074.30541680288,16691.428104184888,67734.58671163672,12045.105607784219,51762.230180888364,18346.707546100508,0
0xb1898895a2ac9ef09afeda89ee559427b7142f2e,499.99927235,500.0,-0.0007276500000443,10,1,9,500.0,0.23516,99.999927235,160.94630392060762,19.84497180441855,38,0,0,38,0,0,252,0.1310344827586207,0.0,0.8689655172413793,0.0,0.0,1.0,0.0,9943.213324173363,73991.08351729975,38237.58737303049,119611.4811847891,97920.91167147193,16541.286536347307,67584.22660697089,11895.037037903901,51605.674893455944,18195.334013952852,0
0xb197af2df029e3367316adbea2f871fdb011ccca,0.0,0.1001243392921032,-0.1001243392921032,181,180,0,0.1,0.0,0.0005531731452602,0.0074328930296932,0.0,0,0,0,0,0,2452,0,0.0,1.0,0.0,,,,,10120.15768965367,74153.27552278149,38408.35494300285,119773.80445462224,98081.48090390553,16703.42207215054,67746.58070583078,12057.09959800495,51774.16197414951,18358.700672544524,0
0xb1aB9EB09821afe40aF03aBDa08898B400361197,0.0,0.0,0.0,65,0,0,25.0,0.001,2.958151449453664,5.736917696982195,0.5,293,159,19,102,13,762,84,0.257243195785777,0.66900790166813,0.07374890254609306,0.5426621160409556,0.06484641638225255,0.34812286689419797,0.04436860068259386,10016.539610503889,74054.81476177015,38322.4664739658,119671.51446686145,98020.70732724953,16601.78498708017,67644.37123477315,11955.785649367821,51672.58440797817,18257.001012625777,0
0xb1ce19d0bfd0ae87db722a8a70ae39e519e68ef2,5.436503235452542,5.449754235452542,-0.0132510000000003,23,19,4,2.724,0.01,0.4733155422132644,0.6413590425729718,0.15,204,146,0,58,0,728,38,0.21030927835051547,0.7505154639175258,0.03917525773195876,0.7156862745098039,0.0,0.28431372549019607,0.0,10117.295104152709,74150.39487399027,38405.93929219559,119770.92399043999,98079.75484199345,16700.54163201915,67743.70027510008,12054.219250615568,51771.30141283114,18355.8212775744,0
0xb1daec35b9774288fd3895a30912961945878046,430.8913462728337,430.94817296583375,-0.0568266930000618,207,125,82,337.0,0.0,4.16347593835105,29.121037123618784,0.13985631,564,31,8,495,4,770,376,0.3298245614035088,0.4502923976608187,0.2198830409356725,0.0549645390070922,0.014184397163120567,0.8776595744680851,0.0070921985815602835,10107.633196056378,74141.05012428071,38398.04203687574,119761.57127994185,98074.19455887676,16691.188907161926,67734.34753405166,12044.866497073974,51761.99653104682,18346.46895783232,0
0xb1faca3ef83134815c3e28899cb132e019eb6616,13.24550508,13.24636608,-0.0008610000000004,10,9,1,13.24550508,0.02,2.649187116,4.090254283444403,0.5700000000000001,38,38,0,0,0,254,0,0.13013698630136986,0.8698630136986302,0.0,1.0,0.0,0.0,0.0,10114.873021101597,74147.60288149511,38403.35063598054,119768.13043560114,98077.3268460431,16697.748090474714,67740.90735113573,12051.425846402897,51768.63359564072,18353.037527271623,0
0xb2172027cb233198a3945a2c864f1ec5b7e3b3da,1.195573,1.2015999999999998,-0.0060269999999997,14,7,7,0.987,0.001,0.1712266428571428,0.2888776006841411,0.047988625,151,97,0,50,0,130,122,0.3746898263027295,0.3225806451612903,0.3027295285359802,0.6423841059602649,0.0,0.33112582781456956,0.0,10119.568119361647,74152.70292676681,38407.862369167335,119773.22883914829,98081.12311032534,16702.8464625344,67746.00507812174,12056.524045126971,51773.587995299604,18358.124831348923,0
0xb231227667566ed1ff81d53162aaaf87b681b3c8,81.56866645249544,82.44207790365198,-0.8734114511565423,325,309,16,10.0,0.0566487494924964,0.5046484441727612,1.4722106698112014,0.15,85,47,17,1,20,2504,2,0.032805866460825936,0.9664222307989193,0.0007719027402547279,0.5529411764705883,0.2,0.011764705882352941,0.23529411764705882,10113.718059738845,74146.92438142937,38403.00961401647,119767.42690923114,98077.68058221284,16697.04456510775,67740.20320752985,12050.722314894962,51767.826072580494,18352.32477578781,0
0xb24f7f6Dc927Da02BbbE89029E7281d187b489D5,0.0,0.0,0.0,8,0,0,13.04733982,0.5,3.2619425800000004,4.798580797880465,0.997,34,34,0,0,0,198,0,0.14655172413793102,0.853448275862069,0.0,1.0,0.0,0.0,0.0,10105.601096057417,74139.55294840533,38396.357956184336,119759.5681282351,98073.00277544519,16689.198030436706,67732.34584688419,12042.88494433053,51760.0060591622,18344.47606379018,0
0xb25f138ce264d5fe52a64f97fcdc1804c98017db,10.40844143,10.41211643,-0.0036750000000012,28,11,17,1.33833302,0.00183616,0.7435913521428572,0.4640224085082153,1.0000525,384,65,58,181,76,188,668,0.3096774193548387,0.15161290322580645,0.5387096774193548,0.16927083333333334,0.15104166666666666,0.4713541666666667,0.19791666666666666,10119.545025726871,74152.67373740001,38407.72112277001,119773.19073046012,98080.8746763467,16702.808359040842,67745.96693282657,12056.485908202023,51773.53089653927,18358.088336105106,0
