0,1,2,3,4,5,6,7,8,9
10080.390317415095,74115.70943176125,38375.53699127479,119734.81398843847,98058.29635472869,16664.524688416415,67707.60165918632,12018.254744753407,51735.40739786655,18319.79597979631
10119.600676746655,74152.64788270784,38407.75843449824,119773.17832027782,98080.93664431605,16702.795940495493,67745.9547151472,12056.473500685788,51773.56330317321,18358.076963522657
10119.272891886789,74152.36909711601,38407.54612692404,119772.89946346037,98080.86188760096,16702.51708068287,67745.67568871158,12056.194574870684,51773.25364968027,18357.796031947848
10117.975823187564,74150.93494522682,38406.332065555485,119771.46422121055,98079.73352541764,16701.081847791313,67744.2407350435,12054.759466371313,51771.885328426964,18356.36383528384
10119.898879570224,74152.959957214,38408.02591460153,119773.4905375843,98081.09002467878,16703.10815830826,67746.26693637333,12056.785725195587,51773.876842633224,18358.388799353237
10118.290615666461,74151.52199852711,38406.43727690923,119772.0737067708,98080.08875105293,16701.691355145707,67744.84996309027,12055.368840307843,51772.37852113296,18356.970142250877
10115.978496182172,74149.3395230721,38404.91305929159,119769.72139067503,98079.04893661245,16699.34003573605,67742.4977524019,12053.019133915774,51770.10143528589,18354.618735084165
10119.254184551583,74152.4041274758,38407.53661396212,119772.9272278754,98080.82570048537,16702.54485689711,67745.70353157882,12056.222475159073,51773.28979689149,18357.825861127425
10072.3168008812,74107.22420250687,38368.511049213805,119726.43499220956,98053.07266973812,16656.129584463866,67699.22096595206,12009.851516871913,51727.102943557926,18311.41156744207
10119.951953118338,74153.07406265465,38408.18555335862,119773.60353544899,98081.36122398867,16703.22115288539,67746.37978677114,12056.898673760856,51773.96215601654,18358.49976903213
9986.833767506912,74026.16884828924,38296.4732353472,119642.55156452119,98000.98317386702,16572.996859199287,67615.42745469318,11927.080127820745,51643.47923932692,18228.149050580207
10116.562314966663,74149.94903509949,38405.02999282341,119770.3957421434,98078.4466177931,16700.01370363185,67743.17151253526,12053.691828980653,51770.68318931618,18355.284522643473
10113.48293315868,74146.91580547497,38402.208832633514,119767.45369605499,98077.0426459184,16697.07198500191,67740.22922929714,12050.750021346068,51767.693232932455,18352.34150245406
10120.046911479216,74153.16675147196,38408.20371692015,119773.69757760938,98081.29784543205,16703.315195033054,67746.47379991214,12056.99268343578,51774.044719867125,18358.594373033313
10108.495318189596,74141.84895324422,38398.7218561369,119762.34956741272,98074.64937625856,16691.967527951263,67735.12589429569,12045.645599665617,51762.77539779993,18347.248187906327
10119.721021263935,74152.8779469176,38407.97338097965,119773.40127941762,98081.11636194235,16703.01890113137,67746.17744197942,12056.696468833254,51773.75174560772,18358.295137694808
10120.196979906492,74153.3125103931,38408.38729043581,119773.8428231158,98081.50375855109,16703.460440496485,67746.619074469,12057.13795583892,51774.20013302654,18358.739038967247
10119.065443004645,74152.19358826969,38407.4510928919,119772.71918376515,98080.83743715567,16702.33680233278,67745.4954469011,12056.0143443914,51773.084872427535,18357.615689657247
10638.73273155255,74618.40268812283,38822.627908594164,120258.11743766231,98372.16913941939,17201.23318516453,68232.61275672093,12560.61217964357,52258.79985784962,18855.105913558105
10087.553707885483,74122.4882454088,38381.450425966264,119741.8605398552,98062.46272664527,16671.539858993947,67714.64432336888,12025.253803893445,51742.40583096821,18326.81360456758
10118.669371105712,74151.85829004306,38407.07311879907,119772.36822715431,98080.4646493725,16701.985874942573,67745.14435406112,12055.66354260886,51772.718509159706,18357.261522302015
9607.273785402173,73643.09034735414,37967.95440511316,119242.5333256355,97767.70569229993,16189.930267724167,67217.46773645359,11552.036248302702,51249.54188954845,17843.328496264367
10122.355421813301,74155.3441577812,38410.164153387275,119775.9502872932,98082.75913686413,16705.568168330574,67748.72658041211,12059.24522807607,51776.296142016385,18360.84663257002
9841.762216058718,73884.61180881404,38172.71919025467,119496.44120285822,97912.80920931762,16429.74143863462,67469.66473236542,11785.169113135822,51498.41692726026,18084.568196031374
10118.02499694258,74151.14253412413,38406.56251273556,119771.66288730019,98080.19760431598,16701.280514285518,67744.43916854258,12054.958114632185,51772.03649868617,18356.55995399353
10113.605378649785,74146.8765944862,38402.96999434097,119767.40313011565,98077.67840123526,16697.022314990532,67740.1795757559,12050.701429660478,51767.798373134945,18352.301483987594
10104.113822865658,74136.0283371644,38391.38917834701,119755.75808214392,98066.94005423844,16685.403622653856,67728.54130509339,12039.096756352908,51756.777409445116,18340.744959843625
10095.603014960925,74129.73173390146,38388.30366164882,119749.67546187872,98067.63591203066,16679.327231751755,67722.45630586453,12033.026190987095,51750.22999666668,18334.613602908703
10119.858893274177,74152.96651277963,38408.07751749725,119773.50882362817,98081.2818140464,16703.12644473897,67746.28504625424,12056.803890503936,51773.86249928186,18358.40467439726
10119.181858508673,74152.20014274422,38407.3463830833,119772.73032944102,98080.64083357583,16702.34795089136,67745.50677268296,12056.025521950167,51773.12315874318,18357.63028005157
10119.745141868469,74152.82027060508,38407.94748346977,119773.35082970804,98081.11512753901,16702.968448598192,67746.12715573277,12056.645994505567,51773.7243717887,18358.248151582957
10072.806715580555,74104.41988357954,38367.24208697756,119724.94493379323,98052.27121689319,16654.562572369443,67697.72134987047,12008.239974921355,51725.588918095906,18309.851128346163
10119.882825918572,74153.0070828274,38408.02433244464,119773.54404630113,98081.00490403122,16703.16167653668,67746.32024391876,12056.83919670458,51773.8825514432,18358.439877326502
9782.467354263132,73817.2965489763,38121.92484469333,119437.09419764632,97878.10069423901,16368.349994091817,67410.07539262173,11722.811723385785,51440.15900391711,18023.61172838546
10074.825996641921,74110.41886423169,38370.91434858274,119729.33377435674,98055.01000868641,16659.07099820556,67702.1246923762,12012.814419907172,51729.95994076262,18314.3392975364
10119.811893372684,74152.99668326268,38408.01963719355,119773.5269663932,98080.99153196301,16703.14458635658,67746.30299289509,12056.822061338433,51773.86319644092,18358.416969826292
10112.200663479576,74145.56968092296,38401.18824062678,119766.08592676949,98074.91391766044,16695.703692200168,67738.8607991717,12049.38103451181,51766.339402070415,18350.9452261391
10120.150392724288,74153.27299194814,38408.34241123084,119773.80251788926,98081.44720675967,16703.420135369608,67746.57875304813,12057.097654534282,51774.15951764018,18358.698100690417
10041.374160292158,74078.55745999166,38343.131000260575,119696.25419961865,98035.3437366362,16626.23624214335,67669.07531729959,11980.09917069253,51697.11361512043,18281.48046658877
10112.129093207655,74145.30943959221,38401.53319876307,119765.83620467468,98076.57669029996,16695.453832215222,67738.61231137274,12049.131349177494,51766.21659346927,18350.730381095233
10115.368336243095,74148.52952464938,38404.37014254027,119769.0579101892,98078.61832703126,16698.67557872973,67741.83421522364,12052.35321697418,51769.44671391841,18353.95601859673
10098.24714496544,74131.18798363965,38389.271747754974,119751.70684487872,98067.51652365562,16681.326271455684,67724.4841993298,12035.005402559771,51752.31452663794,18336.62519787598
10111.594215165738,74144.79232275755,38401.43863365605,119765.24562499388,98075.99400023068,16694.863720740723,67738.02197115807,12048.542199849382,51765.701557721506,18350.136382483837
10119.503031138178,74152.65207416967,38407.81591907836,119773.16508806196,98081.10006102266,16702.78272704277,67745.9413396864,12056.460408466733,51773.52610740965,18358.061364687423
10111.290238369857,74144.92049800447,38401.04958186868,119765.13697241432,98076.31872400385,16694.75916218288,67737.91375562757,12048.441098498388,51765.54282287953,18350.037722096138
10120.237370611381,74150.9414511498,38408.41971854599,119773.88288359654,98081.52360234452,16703.500501034694,67746.659132323,12057.17800192891,51774.2396759826,18358.779020791513
10119.660016703263,74152.79825245973,38407.94856562367,119773.32501186003,98081.16741806341,16702.942632374932,67746.10124814289,12056.620186844379,51773.68442464157,18358.220738182838
10071.435363769831,74107.19864602498,38368.104423558216,119725.99113087897,98053.02223872847,16655.747031388684,67698.78435213513,12009.499777878218,51726.63960045083,18311.013545735932
10120.180277383937,74153.29373001472,38408.36884282573,119773.82457819323,98081.48785728375,16703.442195577183,67746.60083209972,12057.119707318294,51774.18207193951,18358.720895368057
10117.90571542395,74151.06050735696,38405.847453227805,119771.58995575192,98079.65872936149,16701.207616715248,67744.36691276214,12054.885288902067,51771.985567822834,18356.50534124881
10120.026268527536,74153.06468960864,38408.32887324488,119773.60330974775,98081.4532689473,16703.22093379339,67746.37970507615,12056.898441910927,51773.98965494994,18358.50124683899
10105.929456435988,74139.08078559056,38396.420844185595,119759.60418278215,98072.96514653262,16689.22247759184,67732.3805938507,12042.900654210252,51760.048582792995,18344.504742197878
10103.610236255869,74137.0728943034,38394.57037025282,119757.5717131429,98071.65424523389,16687.19138929813,67730.34814220683,12040.870737326628,51758.00072509085,18342.47166847395
10117.622883929886,74150.79527251574,38406.25986002244,119771.32258938091,98079.99673354103,16700.940298693084,67744.09884496455,12054.618041633403,51771.69324105283,18356.2190298732
10120.213805514148,74153.32835069795,38408.40114355695,119773.85925479038,98081.51354628036,16703.476872162028,67746.63550621227,12057.154383026877,51774.21647494133,18358.755469802418
10120.136319294375,74153.25712830765,38408.326664632186,119773.78795740378,98081.40915646948,16703.405575407804,67746.56424868124,12057.083103205357,51774.14838848548,18358.68460682834
10119.612205381858,74152.79100009064,38407.80032132002,119773.32150994032,98080.96046123296,16702.939132962212,67746.09784325917,12056.616706185025,51773.69104287781,18358.21651902026
10118.54949335477,74151.68816480378,38407.21573249164,119772.19189858013,98079.92885049137,16701.80961196001,67744.96802430596,12055.487387975545,51772.59157043747,18357.076566029107
10098.913597060575,74133.09352451855,38390.784545875424,119753.11641088132,98068.74697942933,16682.7582018491,67725.89529510119,12036.451545409682,51753.561314783714,18338.02747058194
10119.615046617331,74152.73153973279,38407.8965805695,119773.25768278679,98081.15336099088,16702.87530083241,67746.03393847914,12056.552839155647,51773.61877925278,18358.154071509303
10110.12470142938,74143.20903697179,38399.830432125935,119763.73372067689,98075.37845102271,16693.351516793762,67736.5099938371,12047.029289122127,51764.1412334342,18348.63226675871
10119.464318296517,74152.49163835113,38407.530875337274,119773.02191991241,98080.6566889078,16702.63954604518,67745.7984695459,12056.317158283156,51773.43268530899,18357.923271555275
10119.425266342754,74152.5413895558,38407.73689524983,119773.07180999355,98081.02616653832,16702.689430760234,67745.8480766295,12056.366981579125,51773.43628641563,18357.968300859382
10116.242394908884,74148.9610763456,38404.05698425345,119769.48943317245,98078.36085248903,16699.107104397153,67742.2665001721,12052.784813292263,51769.96148926742,18354.407159347516
10118.63767195675,74151.8516568562,38407.09232483709,119772.33146212433,98080.54132383956,16701.949200970044,67745.10767847301,12055.627145738734,51772.692426076836,18357.226671625824
10120.000268155285,74153.12031373523,38408.22527087473,119773.65064589892,98081.38928587086,16703.26826327698,67746.42689730477,12056.945777948888,51774.00901999528,18358.54688494035
10119.187767813006,74152.34740371871,38407.56413887322,119772.85577494575,98080.94136262525,16702.47344333794,67745.63204755173,12056.151213133366,51773.220481347606,18357.75258865678
10120.401002341374,74153.39574468425,38408.55333390752,119774.04286465058,98081.61467036126,16703.660945088046,67746.81917847224,12057.338010006168,51774.39872658034,18358.939478190547
10119.989469090864,74152.39792177611,38408.2164367908,119773.64016622781,98081.3830438985,16703.257786389233,67746.41641706649,12056.935358151422,51773.998583749315,18358.5363948219
10092.1312043814,74126.82192620449,38385.23508948513,119746.35790678358,98065.13912607013,16676.021080941708,67719.13970412978,12029.726540712176,51746.87515846323,18331.296293178075
10119.565534204205,74152.58616769931,38407.67800798711,119773.11550953955,98080.75738741987,16702.733133614685,67745.89198904663,12056.410740641435,51773.51869008703,18358.014910557526
10116.97305939321,74150.16903985347,38405.73287999356,119770.69428935931,98079.6283113705,16700.311908217314,67743.470541017,12053.989458830936,51771.06902247268,18355.590874981568
10110.813380656104,74143.28994468073,38399.54014688819,119763.81510241069,98074.41797549729,16693.43280035928,67736.59241066621,12047.110686385804,51764.39839759854,18348.73056722309
10109.739405039645,74142.37977744965,38399.016140076106,119762.9019751918,98074.7638162714,16692.519613004228,67735.67872387508,12046.197264361297,51763.37949313153,18347.81154188382
10118.362818578862,74148.63836227133,38406.37504568081,119771.7708967638,98079.86723874655,16701.610072988744,67744.5745211584,12055.371949650185,51772.121505189876,18356.861458826897
10120.214387603393,74153.32241928067,38408.40108653771,119773.85918665005,98081.51212009556,16703.476805208837,67746.63543873657,12057.15428508775,51774.21641600598,18358.75541074432
9846.34789481659,73886.14439869425,38179.07316211569,119503.89059841241,97918.97518121522,16435.297793003785,67476.88342267634,11789.833019748232,51505.60036723806,18090.368966653572
10113.759754726938,74146.99958018507,38403.05457295441,119767.52215249593,98077.72289211603,16697.140063870276,67740.29846113287,12050.817973883963,51767.91785423213,18352.419803526624
10100.650768557585,74134.87786134379,38392.2726039798,119754.71735721309,98070.11487567576,16684.35702652038,67727.49626943823,12038.049647160204,51755.18388790247,18339.6342812818
10117.172696223357,74150.35414684463,38405.90618833857,119770.88081971598,98079.74630547431,16700.49866620065,67743.65711643265,12054.176647009062,51771.257726809585,18355.77794458919
10119.199400602753,74152.28455070184,38407.5203474439,119772.81471999377,98080.89057016354,16702.432337361555,67745.59097112031,12056.109849381262,51773.17767989603,18357.7110445291
10115.341874601081,74148.65417058494,38404.39320663927,119769.09480572751,98078.70061407925,16698.71359157874,67741.87120426157,12052.392665418962,51769.48022919562,18353.992853915333
10120.213805514148,74153.32835069795,38408.40114355695,119773.85925479038,98081.51354628036,16703.476872162028,67746.63550621227,12057.154383026877,51774.21647494133,18358.755469802418
10120.046632121413,74153.15565047225,38408.23422226,119773.68416617998,98081.38554460318,16703.301783748342,67746.46042617419,12056.979306935773,51774.04290507881,18358.580697066438
10114.471673481698,74147.01052460042,38402.12871273271,119767.53773331756,98076.9175016269,16697.155458034544,67740.31517671913,12050.833277126561,51768.06519412267,18352.464775984772
10120.213805514148,74153.32835069795,38408.40114355695,119773.85925479038,98081.51354628036,16703.476872162028,67746.63550621227,12057.154383026877,51774.21647494133,18358.755469802418
10177.565826816499,74206.7610779412,38455.44030980938,119829.55886575615,98114.72078102619,16759.362071937434,67802.35850913696,12113.107259963534,51829.65190948694,18414.618466596978
10118.735614660585,74151.85613096092,38407.13213086544,119772.37235327857,98080.59431238791,16701.98999104355,67745.14864648228,12055.667659700399,51772.743721954095,18357.269569077245
10109.004242504965,74142.77823351609,38399.17781084997,119762.89821747613,98075.00744573555,16692.52345967685,67735.67538978199,12046.207462235576,51763.319864109115,18347.80220609111
10119.985212218231,74153.09384837143,38408.20259906624,119773.62451555295,98081.36522421669,16703.242133097905,67746.4007757623,12056.919653110075,51773.984540240075,18358.52089719241
10105.113460028424,74138.25094799868,38395.63727443112,119758.77363221065,98072.41126288721,16688.39228280516,67731.55022741364,12042.070879017314,51759.24355358945,18343.677443669392
10108.521918163697,74141.7898160525,38398.68129490324,119762.31474123256,98074.64594224066,16691.93235876623,67735.09100848017,12045.609875191636,51762.73833411964,18347.2125220935
10402.728185305066,74411.337855563,38636.94058133664,120042.74142247457,98242.3504713543,16976.603517665702,68016.05350532738,12332.07232053946,52042.554595998816,18631.429554577335
10119.580919145186,74152.81189238778,38407.7760137342,119773.3411609872,98080.64175616752,16702.958795516384,67746.11781363767,12056.636467925895,51773.66542262954,18358.23274199741
10066.93257537588,74097.9063661185,38361.91965484644,119718.40784842397,98047.73035434085,16648.025645729045,67691.18579328101,12001.703713662937,51719.31258556375,18303.34472291978
10110.228718784607,74143.91941005923,38400.17446466765,119764.09837486532,98075.70025059152,16693.72171939934,67736.87529729377,12047.404456606464,51764.510147351284,18349.0002108536
10120.202588435604,74153.31779049373,38408.3919081408,119773.84830034005,98081.50702112663,16703.465917714144,67746.62455171572,12057.143431562432,51774.205580330105,18358.744515908496
13543.653317216353,76806.53624211565,40871.44221657907,122483.34446199384,99737.5903518857,19835.33047990492,70515.46210121848,15341.411653898032,54566.3398369094,21451.23731629484
10116.516192347355,74149.24267717787,38404.431942967814,119769.77077698923,98077.56848367189,16699.388516360814,67742.54816262037,12053.066544478856,51770.35182578587,18354.68364826715
10119.761201674728,74152.83464557475,38407.91999620922,119773.36520929163,98081.16521382671,16702.98282777663,67746.14154188757,12056.66035699126,51773.73424254563,18358.263581863826
10119.495648901717,74152.63468022636,38407.552328625,119773.16539253439,98080.59690832807,16702.783018739363,67745.94151371557,12056.460435219426,51773.478941572386,18358.06389189585
10107.325848785651,74141.1807996878,38397.780684606485,119761.2570738489,98074.00839060257,16690.88424189024,67734.03445970191,12044.569468597676,51761.68519024804,18346.16247638399
10119.245800526982,74152.34492165598,38407.30872576487,119772.8750244826,98080.42605808699,16702.492660319782,67745.65171021075,12056.170336972713,51773.26586910946,18357.779143485972
10103.95542701348,74137.0691780487,38394.79839963576,119757.59160245268,98071.80801706931,16687.209222873775,67730.36801951975,12040.886780633004,51758.061710426635,18342.493168594756
10054.63920632458,74089.55312223095,38353.22366843935,119709.90096793446,98040.85872328331,16639.572444035864,67682.68170378408,11993.279343879438,51710.35151300977,18294.802236749594
10117.938377202365,74151.18572904759,38406.52741406348,119771.63660745723,98080.1896450521,16701.25452084927,67744.4128862779,12054.93276953647,51772.00603258224,18356.533199938272
10119.400637544497,74152.5627459756,38407.73159712361,119773.06506319997,98081.04048208141,16702.682718139615,67745.8413159246,12056.360462063121,51773.42662971089,18357.96135202654
9965.548016769179,74002.04546795865,38280.87821539224,119622.49722534194,97991.3893272536,16552.11484274931,67595.27350970345,11905.792367049198,51623.69491617999,18207.41172016339
10119.700165369306,74152.82930314114,38407.978248695974,119773.35764328904,98081.21475558386,16702.97526088462,67746.1338945589,12056.652789499694,51773.7176320818,18358.253912011205
10116.386847869377,74149.49538655623,38403.83521055872,119770.02274905422,98076.1810552925,16699.640779358095,67742.80144739941,12053.319285521446,51770.25275775834,18354.958370562163
10098.676152841012,74132.65001777509,38390.51355727212,119752.78151633951,98068.84159792915,16682.41696265061,67725.55979918603,12036.106761291594,51753.23399664756,18337.69387497476
9934.444257170186,73974.8316229595,38250.08755184918,119592.29621668244,97965.0049693697,16522.677206084183,67565.15829356025,11876.728728238657,51592.66487525891,18177.726154410477
10111.00297126894,74144.07391931322,38400.48368529857,119764.59123272232,98075.5333092595,16694.209989307536,67737.36797548986,12047.888949819764,51765.06589228661,18349.494346399646
10120.213805514148,74153.32835069795,38408.40114355695,119773.85925479038,98081.51354628036,16703.476872162028,67746.63550621227,12057.154383026877,51774.21647494133,18358.755469802418
10117.941543404027,74150.9700706377,38406.39634581098,119771.49970752634,98080.06157061133,16701.117326093423,67744.2760449515,12054.794856757208,51771.87988142404,18356.39836392567
9932.051096725978,73973.95905325096,38251.249006559185,119585.83596034929,97970.15832332814,16518.623853719982,67559.00262165786,11873.803899230857,51587.90927731366,18173.57835444028
10196.120579842755,74223.59552692232,38470.50737219473,119847.32853180797,98125.3343246594,16777.34062737674,67820.15438570867,12131.171965927308,51847.37010306476,18432.57484237543
10058.518344039956,74094.91209907581,38357.38683995571,119713.23608191333,98045.43712825477,16643.075747360115,67686.03963527713,11996.86974045299,51713.97218460139,18298.334094061698
10092.79222617566,74124.93894745124,38384.88719720787,119745.4548989953,98064.47070272538,16675.072537949374,67718.23161982854,12028.750228002542,51746.05335279333,18330.360976329688
10060.226422145348,74094.0833861699,38358.3821660686,119714.514000797,98045.85340200033,16644.13221314083,67687.29047357202,11997.810800083334,51715.203941326574,18299.42368720106
10082.485043940484,74116.81088410056,38377.405781751346,119736.90691273772,98059.64397396076,16666.571042770167,67709.68900091198,12020.276016113537,51737.50382111182,18321.850007395475
10078.572528837438,74112.28727079391,38372.75364922255,119732.39297767148,98054.52914880736,16662.046566375644,67705.17391261936,12015.745668825288,51732.90106213169,18317.352954373117
10119.628123796732,74152.78109051919,38407.73093495231,119773.30970652173,98080.88131757715,16702.927327043828,67746.08581314843,12056.60477730265,51773.63160751599,18358.20600332397
